,Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterCond,Foundation,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,Functional,GarageType,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
0,-1.7225579455140243,0.05886816201502109,Rl,-0.1570922068258007,-0.20556319662781058,Inside,Collgcr,Norm,Norm,1fam,2story,0.7855007178579084,-0.5526946526296532,1.059245078295518,0.8896608415792968,Gable,Compshg,Vinylsd,Vinylsd,0.6858766583444509,Ta,Pconc,Glq,0.7371961574015347,Unf,-0.2871575004618263,-0.9972584570875095,-0.5329652869356711,Ex,Sbrkr,-0.7938530370411995,1.2750198468955287,-0.11183896233236511,0.6283294792977289,0.20923762540902602,1.1488602780227886,Typ,Attchd,1.0268380866872613,0.4033288092841152,0.46690387731493155,Ta,Ta,-0.7459116674968221,0.292949266402814,-0.37071052595830367,-0.10217939216911985,-0.2698934816491846,-0.07638622508638289,-1.592160559147353,0.1385272827549204,Wd,Normal,208500.0
1,-1.7201929498359119,-0.8779193078215382,Rl,0.6486428348366026,0.1594610811448563,Fr2,Veenker,Feedr,Norm,1fam,1story,-0.014950053313711128,2.168426529857338,0.1689280088768695,-0.42611489048915324,Gable,Compshg,Metalsd,Metalsd,-0.5718951461336651,Ta,Cblock,Alq,1.4249258348023366,Unf,-0.2871575004618263,-0.6798318878646921,0.7095811760485006,Ex,Sbrkr,0.48776435385408046,-0.8058476456345897,-0.11183896233236511,-0.4258417351496556,0.20923762540902602,-0.23862605398781578,Typ,Attchd,-0.09288242177093359,0.4033288092841152,0.026436605699120222,Ta,Ta,1.7836627529585396,-0.7172050643637078,-0.37071052595830367,-0.10217939216911985,-0.2698934816491846,-0.07638622508638289,-0.48685190517417704,-0.6157420322454488,Wd,Normal,181500.0
2,-1.7178279541577994,0.05886816201502109,Rl,0.004054801506679975,0.6831915666447697,Inside,Collgcr,Norm,Norm,1fam,2story,0.7855007178579084,-0.5526946526296532,0.9932956657459886,0.8409284070582431,Gable,Compshg,Vinylsd,Vinylsd,0.46769175348600217,Ta,Pconc,Glq,0.1809442124450038,Unf,-0.2871575004618263,-0.3245036387346727,-0.3370958937559002,Ex,Sbrkr,-0.5918246798557366,1.3042592027624627,-0.11183896233236511,0.8071620960343387,0.20923762540902602,-0.23862605398781578,Typ,Attchd,0.9438958268014691,0.4033288092841152,0.7672224715984393,Ta,Ta,-0.7459116674968221,-0.021688967770364925,-0.37071052595830367,-0.10217939216911985,-0.2698934816491846,-0.07638622508638289,0.9868929667900576,0.1385272827549204,Wd,Normal,223500.0
3,-1.715462958479687,0.2930650294741609,Rl,-0.42567055404660176,0.14359046037213166,Corner,Crawfor,Norm,Norm,1fam,2story,0.7855007178579084,-0.5526946526296532,-1.8425290738837812,-0.7185094976154754,Gable,Compshg,Wdsdng,Wdshng,-0.5718951461336651,Ta,Brktil,Alq,-0.5017286290925568,Unf,-0.2871575004618263,-0.07340500934945897,-0.8390112137790632,Gd,Sbrkr,-0.4624002635337994,1.0362317739822364,-0.11183896233236511,0.6448009045234693,0.20923762540902602,0.45511711201748645,Typ,Detchd,0.8194824369727808,1.7890975791506603,0.9374030083590936,Ta,Ta,-0.7459116674968221,-0.13760831720258873,4.184902406780122,-0.10217939216911985,-0.2698934816491846,-0.07638622508638289,-1.592160559147353,-1.370011347245818,Wd,Abnorml,140000.0
4,-1.7130979628015746,0.05886816201502109,Rl,0.8635055126132435,1.6386029371627935,Fr2,Noridge,Norm,Norm,1fam,2story,1.5859514890295279,-0.5526946526296532,0.9603209594712239,0.7434635380161356,Gable,Compshg,Vinylsd,Vinylsd,1.674125933291542,Ta,Pconc,Glq,0.6082468428888843,Unf,-0.2871575004618263,-0.19184775905946544,0.35150744164173187,Ex,Sbrkr,0.11843126337440622,1.7599058316888467,-0.11183896233236511,1.776623123606487,1.5081281986003237,1.842603444028091,Typ,Attchd,0.9024246968585731,1.7890975791506603,1.9084331298757686,Ta,Ta,0.8838812476958942,0.6738271288229779,-0.37071052595830367,-0.10217939216911985,-0.2698934816491846,-0.07638622508638289,2.0922016207632335,0.1385272827549204,Wd,Normal,250000.0
5,-1.7107329671234621,-0.17532870544411872,Rl,0.9172211820574037,1.5925781369218919,Inside,Mitchel,Norm,Norm,1fam,1.5fin,-0.8154008244853307,-0.5526946526296532,0.7294980155478705,0.49980136541086717,Gable,Compshg,Vinylsd,Vinylsd,-0.5718951461336651,Ta,Wood,Glq,0.8029350236236701,Unf,-0.2871575004618263,-1.2009799865887205,-0.7165928430417063,Ex,Sbrkr,-0.9832546219025708,0.5732753060891188,-0.11183896233236511,-0.1905356604962216,-2.3885435209735695,-0.9323692199931181,Typ,Attchd,0.6121267872583003,0.4033288092841152,0.1265428037936228,Ta,Ta,-0.4063714768316729,-0.22040785251132003,-0.37071052595830367,11.66375901722379,-0.2698934816491846,1.4476446831116785,1.3553291847811162,0.8927965977552895,Wd,Normal,143000.0
6,-1.7083679714453497,-0.8779193078215382,Rl,0.3800644876158015,0.3130886902248309,Inside,Somerst,Norm,Norm,1fam,1story,1.5859514890295279,-0.5526946526296532,1.092219784570283,0.9871257106214042,Gable,Compshg,Vinylsd,Vinylsd,0.6217046275037307,Ta,Pconc,Glq,2.413537246065989,Unf,-0.2871575004618263,-0.6016596730560878,2.007215905864483,Ex,Sbrkr,1.8514557648559546,-0.8058476456345897,-0.11183896233236511,0.5906805073531795,0.20923762540902602,0.45511711201748645,Typ,Attchd,1.0683092166301575,0.4033288092841152,0.9073711489307429,Ta,Ta,1.4186570479935041,0.22670963815582895,-0.37071052595830367,-0.10217939216911985,-0.2698934816491846,-0.07638622508638289,0.6184567487989989,-0.6157420322454488,Wd,Normal,307000.0
7,-1.7060029757672373,0.05886816201502109,Rl,0.057770470950840196,0.40767759003026977,Corner,Nwames,Posn,Norm,1fam,2story,0.7855007178579084,0.35434574153267734,0.07000389005257522,-0.5723121940523144,Gable,Compshg,Hdboard,Hdboard,0.9682335940436196,Ta,Cblock,Alq,1.1240441009394857,Blq,-0.08168808410854625,-0.8409140274703009,0.2352099894412429,Ex,Sbrkr,-0.0015230737044623398,1.5893429224650666,-0.11183896233236511,1.5224925629807784,0.20923762540902602,0.45511711201748645,Typ,Attchd,-0.2172958115996219,0.4033288092841152,0.1465640434125233,Ta,Ta,1.2488869526609296,2.661015976232529,3.4479650206018473,-0.10217939216911985,-0.2698934816491846,0.6856292290126478,1.723765402772175,0.8927965977552895,Wd,Normal,200000.0
8,-1.7036379800891246,-0.17532870544411872,Rm,-0.9091115790440437,-0.9451341246367791,Inside,Oldtown,Artery,Norm,1fam,1.5fin,0.7855007178579084,-0.5526946526296532,-1.3149337734875448,-1.6931581880365496,Gable,Compshg,Brkface,Wdshng,-0.5718951461336651,Ta,Brktil,Unf,-1.0478669023226053,Unf,-0.2871575004618263,0.9025632482609943,-0.23916119716601475,Gd,Fusef,-0.26984198559140515,1.026485322026592,-0.11183896233236511,0.7789253670759267,-1.0896529477822716,1.1488602780227886,Min1,Detchd,-1.9590832692012585,0.4033288092841152,0.06647908493692126,Fa,Ta,0.018053761499763638,-0.7172050643637078,3.0627477505541125,-0.10217939216911985,-0.2698934816491846,-0.07638622508638289,-0.8552881231652357,0.1385272827549204,Wd,Abnorml,129900.0
9,-1.7012729844110122,3.103427438983839,Rl,-0.962827248488204,-0.5324979845459383,Corner,Brkside,Artery,Artery,2fmcon,1.5unf,-0.8154008244853307,0.35434574153267734,-1.0511361232894267,-1.6931581880365496,Gable,Compshg,Metalsd,Metalsd,-0.5718951461336651,Ta,Brktil,Glq,1.103816757486521,Unf,-0.2871575004618263,-1.0209470070295108,-0.11980328569709187,Ex,Sbrkr,-0.09622386613514805,-0.8058476456345897,-0.11183896233236511,-0.8611579732585086,-1.0896529477822716,-0.9323692199931181,Typ,Attchd,-1.6273142296580896,-0.9824399605824299,-1.2499174200057876,Gd,Ta,-0.7459116674968221,-0.6509654361167228,-0.37071052595830367,-0.10217939216911985,-0.2698934816491846,-0.07638622508638289,-1.9605967771384116,0.1385272827549204,Wd,Normal,118000.0
